,clickbait
8121,1
5289,1
19466,0
15061,1
10991,1
12942,1
10493,1
4393,1
5730,1
30335,0
11590,1
6804,1
1450,1
19058,0
11468,1
8553,1
21287,0
17209,0
18208,0
22316,0
10145,1
22498,0
30807,0
29353,0
8542,1
19344,0
30612,0
1059,1
28648,0
154,1
11963,1
18005,0
14912,1
17587,0
18147,0
16777,0
21142,0
3032,1
24844,0
21021,0
22382,0
19990,0
30536,0
26691,0
22190,0
26172,0
27720,0
19955,0
15466,1
5152,1
31972,0
18533,0
24487,0
21060,0
27308,0
990,1
3493,1
2751,1
20692,0
24617,0
5122,1
26410,0
10123,1
21148,0
30463,0
23228,0
31479,0
9232,1
24696,0
17461,0
20020,0
13328,1
4876,1
25120,0
26281,0
12097,1
13163,1
30234,0
30487,0
13997,1
12993,1
13299,1
27929,0
4962,1
19845,0
3119,1
25821,0
13987,1
1266,1
14197,1
30290,0
24735,0
18500,0
21542,0
21555,0
11692,1
25184,0
23369,0
15081,1
19126,0
13533,1
29545,0
1459,1
3219,1
8880,1
4274,1
6872,1
11118,1
14939,1
30120,0
23805,0
3962,1
15347,1
20531,0
2632,1
31693,0
17295,0
17414,0
13942,1
2525,1
6223,1
10359,1
9204,1
8633,1
6810,1
434,1
1352,1
7711,1
10015,1
22330,0
17301,0
5843,1
3641,1
5399,1
18257,0
30063,0
18236,0
11744,1
8717,1
18411,0
23445,0
25528,0
27089,0
7962,1
1702,1
27361,0
27972,0
4077,1
30707,0
28785,0
13855,1
26533,0
6673,1
3315,1
9008,1
3794,1
200,1
11258,1
31891,0
31116,0
19944,0
30440,0
1874,1
24828,0
13288,1
28230,0
28316,0
6203,1
13830,1
14682,1
20890,0
27445,0
30895,0
14229,1
22245,0
27786,0
28257,0
1728,1
6061,1
12030,1
10824,1
28154,0
11126,1
20025,0
18085,0
17385,0
8289,1
1606,1
9931,1
22686,0
21556,0
31233,0
30913,0
20839,0
917,1
29089,0
18871,0
22487,0
7917,1
6000,1
3972,1
8680,1
1524,1
9057,1
21664,0
14837,1
28797,0
12968,1
5683,1
18623,0
19074,0
14418,1
5663,1
13906,1
15009,1
20511,0
21447,0
12367,1
30623,0
6995,1
12480,1
21833,0
9736,1
23092,0
31374,0
13220,1
8797,1
18301,0
27943,0
16833,0
14537,1
27258,0
27743,0
9837,1
11108,1
24870,0
19981,0
8446,1
20861,0
31851,0
20091,0
24196,0
8050,1
18362,0
13238,1
25636,0
21872,0
20652,0
8433,1
3854,1
8324,1
13279,1
30974,0
1922,1
3039,1
1390,1
24798,0
15294,1
17189,0
1665,1
21934,0
9361,1
14037,1
12936,1
359,1
25797,0
30607,0
29838,0
1473,1
10301,1
31435,0
11264,1
29633,0
15363,1
13258,1
28287,0
16212,0
16618,0
15548,1
24994,0
24931,0
21289,0
10606,1
19181,0
8726,1
14195,1
16260,0
13195,1
27257,0
25511,0
10683,1
21208,0
29812,0
2820,1
18729,0
12517,1
21494,0
19265,0
20202,0
1982,1
12462,1
14438,1
21245,0
14651,1
8003,1
11350,1
7401,1
20385,0
17520,0
28126,0
26393,0
30819,0
10324,1
31364,0
8825,1
26564,0
22624,0
21230,0
25744,0
19123,0
11786,1
20049,0
17028,0
27086,0
5127,1
22292,0
12994,1
18619,0
24540,0
14672,1
8579,1
10684,1
24749,0
10220,1
16851,0
12826,1
27437,0
19014,0
11318,1
25766,0
7655,1
5035,1
3867,1
6027,1
27010,0
12547,1
4315,1
30815,0
858,1
27356,0
23689,0
8931,1
85,1
19558,0
22626,0
18299,0
7002,1
14657,1
1891,1
29502,0
15207,1
7499,1
22460,0
2114,1
31798,0
4375,1
13477,1
22847,0
26848,0
25849,0
5270,1
24664,0
15078,1
3109,1
11940,1
15140,1
29594,0
22841,0
755,1
29898,0
22983,0
28674,0
5819,1
12280,1
27961,0
20643,0
4189,1
11611,1
31565,0
7457,1
17103,0
31381,0
1323,1
4787,1
8281,1
5892,1
18503,0
6952,1
8221,1
15831,1
23304,0
25629,0
20962,0
17275,0
28174,0
3395,1
5377,1
13882,1
22697,0
5329,1
24277,0
15490,1
5653,1
3441,1
23137,0
12585,1
6653,1
7386,1
5213,1
7984,1
11726,1
7503,1
31749,0
7564,1
19192,0
8225,1
29661,0
24067,0
27474,0
872,1
18478,0
31622,0
6050,1
9602,1
15909,1
23900,0
2444,1
29848,0
14913,1
5317,1
3600,1
23023,0
9667,1
17249,0
20141,0
10473,1
24621,0
2662,1
10743,1
6507,1
1085,1
20229,0
20749,0
16336,0
29813,0
27999,0
11211,1
1869,1
5779,1
23114,0
16143,0
30191,0
4727,1
4332,1
7215,1
17643,0
16729,0
6290,1
18521,0
8703,1
28894,0
10262,1
2629,1
18188,0
31503,0
22832,0
9142,1
26600,0
19965,0
21696,0
19590,0
7044,1
7965,1
13539,1
23646,0
13933,1
2409,1
6990,1
14362,1
5530,1
6004,1
6449,1
9950,1
24557,0
15274,1
31648,0
5277,1
25292,0
20626,0
30670,0
10283,1
30549,0
4441,1
18065,0
18988,0
17048,0
16492,0
5929,1
15175,1
7244,1
4902,1
11396,1
21030,0
28324,0
8685,1
6709,1
26524,0
1461,1
15967,1
14842,1
19347,0
16849,0
16146,0
2951,1
8276,1
27794,0
13454,1
4156,1
28736,0
28352,0
26193,0
29337,0
20489,0
6021,1
25062,0
1938,1
10552,1
989,1
25758,0
28994,0
10669,1
14360,1
9862,1
31175,0
7174,1
12754,1
27471,0
19087,0
22830,0
6214,1
24720,0
17007,0
28727,0
22516,0
1360,1
8417,1
8628,1
11467,1
28179,0
21843,0
5834,1
7725,1
14182,1
8397,1
22420,0
19688,0
27307,0
21870,0
20634,0
27621,0
21370,0
17495,0
13805,1
26425,0
21158,0
21978,0
473,1
11544,1
20132,0
31753,0
7125,1
11027,1
5552,1
26152,0
1135,1
10347,1
23499,0
9975,1
6008,1
20023,0
22546,0
18342,0
17480,0
15840,1
26770,0
4512,1
27188,0
10585,1
26591,0
29567,0
2781,1
24946,0
14156,1
12551,1
28055,0
4299,1
18987,0
19705,0
27220,0
12914,1
27977,0
25659,0
12729,1
4675,1
24439,0
4449,1
13636,1
13912,1
24774,0
4677,1
2494,1
14517,1
16708,0
10980,1
4120,1
13591,1
9850,1
20365,0
18134,0
9434,1
11657,1
275,1
21381,0
28413,0
30045,0
13594,1
26781,0
13130,1
30046,0
11567,1
28026,0
5206,1
17937,0
26780,0
9060,1
6419,1
26169,0
9396,1
14459,1
587,1
14927,1
11294,1
20295,0
17625,0
16967,0
2095,1
31696,0
16712,0
14427,1
17593,0
184,1
8010,1
24315,0
22319,0
12011,1
8387,1
2738,1
9969,1
26375,0
20907,0
22769,0
29531,0
11221,1
6361,1
18219,0
17469,0
10034,1
31828,0
22358,0
25207,0
3359,1
10537,1
15062,1
11013,1
30312,0
20326,0
31115,0
5992,1
22996,0
3937,1
9934,1
15286,1
6983,1
20532,0
10303,1
31159,0
27586,0
28655,0
29042,0
2078,1
4624,1
24194,0
9649,1
6879,1
1967,1
22051,0
6704,1
18455,0
6055,1
25902,0
31498,0
14890,1
20460,0
14802,1
14856,1
24114,0
18751,0
16,1
25624,0
12378,1
16043,0
11026,1
29668,0
13839,1
17916,0
4029,1
28507,0
410,1
29384,0
15191,1
5712,1
23444,0
10965,1
26323,0
24327,0
13730,1
23744,0
24449,0
7223,1
13232,1
3481,1
20398,0
1364,1
28032,0
16474,0
15638,1
2475,1
5695,1
22141,0
12805,1
13102,1
9263,1
27478,0
2145,1
14749,1
20391,0
30460,0
17772,0
3731,1
12133,1
25338,0
14089,1
5267,1
29858,0
22520,0
30840,0
4212,1
17142,0
822,1
30366,0
22118,0
15290,1
2705,1
23659,0
19507,0
20581,0
26738,0
29551,0
27572,0
28394,0
20112,0
16614,0
19035,0
7580,1
25951,0
28178,0
19041,0
21407,0
12167,1
16104,0
17228,0
26010,0
9823,1
10923,1
28843,0
9248,1
30961,0
3355,1
12951,1
8285,1
11355,1
14101,1
25417,0
8956,1
11974,1
1595,1
26503,0
29169,0
25261,0
17917,0
4830,1
14612,1
20651,0
7531,1
4765,1
14941,1
30264,0
24903,0
20894,0
14286,1
23141,0
17891,0
25464,0
262,1
15168,1
2094,1
249,1
8828,1
387,1
18565,0
14633,1
18863,0
5012,1
156,1
27917,0
31912,0
22597,0
8535,1
5564,1
12344,1
29608,0
28911,0
22564,0
30419,0
7046,1
17907,0
8945,1
1177,1
6472,1
29681,0
27281,0
17462,0
2315,1
15089,1
21712,0
17446,0
19528,0
7752,1
15258,1
14099,1
2981,1
18453,0
31501,0
15931,1
14420,1
16309,0
30954,0
4745,1
18781,0
21013,0
23181,0
21936,0
26454,0
9079,1
26074,0
8076,1
10681,1
3286,1
10794,1
24846,0
18867,0
26593,0
14136,1
25541,0
21819,0
21791,0
2219,1
23684,0
16034,0
26702,0
24522,0
24629,0
1752,1
14359,1
19411,0
463,1
1286,1
10753,1
1950,1
5110,1
15464,1
9325,1
23231,0
14203,1
15219,1
13841,1
15613,1
10197,1
7672,1
25121,0
11568,1
14757,1
27888,0
9237,1
14150,1
10238,1
29983,0
10786,1
690,1
21527,0
6431,1
15260,1
22136,0
13806,1
666,1
1430,1
6841,1
29336,0
18224,0
25487,0
23960,0
678,1
31424,0
27262,0
13080,1
15640,1
25400,0
6861,1
30559,0
16152,0
11534,1
5912,1
29958,0
2821,1
28557,0
12567,1
1224,1
1022,1
19385,0
2374,1
20553,0
9604,1
15920,1
15448,1
2874,1
24613,0
30603,0
11057,1
11384,1
6955,1
27820,0
5280,1
29870,0
29379,0
29419,0
14371,1
26255,0
30421,0
31920,0
14439,1
27482,0
27694,0
13391,1
15654,1
5608,1
11185,1
9999,1
2421,1
17132,0
14175,1
12057,1
1983,1
18167,0
22741,0
17761,0
17311,0
2295,1
10560,1
14671,1
26590,0
27115,0
146,1
18007,0
705,1
19723,0
15036,1
22010,0
1090,1
5562,1
28282,0
3607,1
31669,0
15265,1
27441,0
16225,0
18222,0
23320,0
23506,0
12843,1
5051,1
3581,1
28281,0
14929,1
19503,0
22533,0
22971,0
455,1
4326,1
1332,1
28679,0
11360,1
8701,1
16057,0
4973,1
15614,1
11383,1
19991,0
13934,1
6532,1
3956,1
24128,0
13092,1
20346,0
5485,1
3572,1
20337,0
17304,0
8437,1
21117,0
31572,0
13668,1
18235,0
23428,0
9025,1
8283,1
22417,0
21443,0
1216,1
13392,1
28221,0
24826,0
19806,0
299,1
9706,1
12897,1
27758,0
13741,1
1165,1
11315,1
5400,1
27683,0
31844,0
11736,1
2715,1
18894,0
19113,0
8870,1
12741,1
26012,0
5904,1
27403,0
19062,0
6556,1
15736,1
1155,1
25662,0
8316,1
17434,0
27697,0
18508,0
16129,0
10318,1
16720,0
8382,1
23877,0
26589,0
3833,1
134,1
24012,0
7690,1
5428,1
7491,1
12527,1
28836,0
21042,0
8410,1
15926,1
14775,1
8118,1
28240,0
25574,0
10007,1
11713,1
7105,1
3276,1
17885,0
28982,0
2970,1
20133,0
31446,0
18629,0
13676,1
4946,1
24636,0
7593,1
23300,0
31627,0
19104,0
13453,1
2250,1
21894,0
5692,1
27886,0
26539,0
23459,0
21491,0
7884,1
27186,0
27316,0
30276,0
7332,1
18296,0
10633,1
16223,0
3256,1
20336,0
11842,1
22282,0
843,1
30849,0
1260,1
20022,0
13581,1
11998,1
17027,0
11119,1
383,1
14482,1
12162,1
9108,1
21826,0
6991,1
2650,1
349,1
5079,1
26661,0
7799,1
958,1
30904,0
24218,0
16258,0
11292,1
9690,1
9986,1
9977,1
21252,0
19061,0
12867,1
15862,1
7889,1
13787,1
7968,1
19997,0
15582,1
23001,0
17036,0
18571,0
4520,1
2297,1
12807,1
4006,1
14521,1
11899,1
20064,0
9643,1
3542,1
31916,0
7495,1
15069,1
13840,1
15414,1
12001,1
5524,1
21291,0
28721,0
4536,1
20239,0
4467,1
17050,0
21000,0
31145,0
22507,0
7396,1
21570,0
24512,0
1494,1
17718,0
9363,1
9003,1
28227,0
27539,0
13726,1
31327,0
26534,0
22913,0
11905,1
4505,1
21839,0
13549,1
31543,0
737,1
31,1
12440,1
26587,0
9863,1
12246,1
22056,0
24748,0
26818,0
25306,0
18941,0
16903,0
10053,1
15369,1
18028,0
20414,0
22164,0
155,1
7258,1
133,1
5473,1
2361,1
14100,1
8926,1
30098,0
1948,1
1174,1
29066,0
4118,1
4264,1
2696,1
4048,1
4890,1
18431,0
7019,1
28862,0
4912,1
22310,0
21127,0
31320,0
22995,0
7160,1
10945,1
11198,1
29881,0
23916,0
26864,0
20949,0
12974,1
7212,1
31334,0
26093,0
10153,1
208,1
1296,1
22867,0
25129,0
1276,1
1871,1
25684,0
27179,0
2641,1
27753,0
1233,1
9283,1
13172,1
7438,1
19439,0
5130,1
3875,1
25401,0
10759,1
17903,0
25543,0
30013,0
11966,1
27608,0
636,1
15883,1
24198,0
8771,1
29303,0
26345,0
20286,0
11389,1
11661,1
26553,0
7444,1
16568,0
20866,0
25,1
21561,0
26515,0
4560,1
14563,1
13769,1
13111,1
10435,1
20838,0
20935,0
10625,1
3360,1
3987,1
3194,1
16808,0
5146,1
3577,1
6916,1
25157,0
26496,0
21391,0
15456,1
697,1
31954,0
2131,1
29085,0
3673,1
28654,0
23833,0
18102,0
4404,1
7804,1
2844,1
6625,1
20853,0
14857,1
10116,1
24598,0
7144,1
9029,1
24728,0
9646,1
22946,0
11165,1
22510,0
20537,0
5567,1
18479,0
7525,1
20696,0
23313,0
21435,0
12120,1
21524,0
25939,0
8354,1
17445,0
8830,1
22422,0
732,1
1110,1
22765,0
4009,1
2457,1
19194,0
26852,0
18637,0
16023,0
30567,0
15495,1
30034,0
21457,0
12594,1
8113,1
4249,1
23545,0
2929,1
24829,0
10237,1
8022,1
3247,1
20267,0
19809,0
22984,0
20605,0
7327,1
10331,1
26140,0
15394,1
12357,1
12546,1
20627,0
29856,0
7989,1
27626,0
6616,1
24058,0
8850,1
3786,1
22917,0
27002,0
14307,1
20194,0
8350,1
27433,0
16107,0
16827,0
22423,0
10271,1
15094,1
20392,0
991,1
29358,0
15445,1
17590,0
26184,0
284,1
27979,0
7151,1
26861,0
5548,1
12106,1
26876,0
5605,1
3196,1
7553,1
12135,1
4756,1
5701,1
16167,0
11277,1
14959,1
25949,0
10851,1
30896,0
22403,0
12880,1
13824,1
23763,0
31789,0
16197,0
23196,0
28517,0
1079,1
16818,0
23473,0
22053,0
11757,1
18191,0
6189,1
5224,1
28866,0
1565,1
22312,0
9826,1
6354,1
14133,1
19081,0
13290,1
31142,0
10820,1
22517,0
24451,0
19018,0
24060,0
19436,0
23101,0
8180,1
22865,0
25198,0
5769,1
7557,1
13695,1
28841,0
3071,1
4986,1
10340,1
3798,1
25099,0
8302,1
27612,0
17581,0
29471,0
24221,0
26942,0
14737,1
17566,0
9867,1
21087,0
14281,1
3808,1
24952,0
12566,1
25305,0
7156,1
31460,0
12794,1
12041,1
21297,0
20254,0
8491,1
4059,1
8093,1
30351,0
15497,1
6098,1
16698,0
14988,1
26312,0
9562,1
1016,1
24811,0
24447,0
9221,1
23058,0
1470,1
29585,0
1611,1
31023,0
17196,0
28469,0
17591,0
10215,1
31057,0
27150,0
23660,0
12638,1
1400,1
8874,1
21986,0
15034,1
15667,1
126,1
15934,1
6730,1
1902,1
3827,1
31448,0
13415,1
12362,1
1701,1
2627,1
17673,0
25557,0
24075,0
10627,1
3210,1
3480,1
12737,1
6103,1
31519,0
22394,0
28670,0
24407,0
8262,1
14829,1
31447,0
29193,0
5306,1
11092,1
25748,0
6328,1
5632,1
6537,1
30851,0
657,1
7685,1
28516,0
642,1
108,1
24560,0
8639,1
7189,1
26260,0
30074,0
3406,1
7772,1
6392,1
1226,1
31065,0
12407,1
4330,1
9190,1
19797,0
20209,0
8587,1
4820,1
21767,0
28504,0
15211,1
19082,0
19390,0
6101,1
10573,1
30491,0
18659,0
29763,0
29391,0
30969,0
17701,0
1491,1
12434,1
2148,1
6765,1
3279,1
18078,0
6549,1
12199,1
9005,1
672,1
31918,0
20033,0
7417,1
9695,1
9271,1
29245,0
9278,1
22359,0
22952,0
22311,0
9917,1
26823,0
29152,0
3643,1
7515,1
6613,1
1733,1
8014,1
14205,1
13386,1
14826,1
27065,0
6154,1
2040,1
16924,0
4076,1
28308,0
3608,1
10057,1
10351,1
20387,0
25054,0
25022,0
23628,0
339,1
16864,0
5629,1
31189,0
4207,1
25265,0
7729,1
22007,0
568,1
8840,1
23225,0
9124,1
17908,0
12266,1
13228,1
8759,1
4929,1
2894,1
8858,1
31587,0
24626,0
7993,1
22817,0
621,1
12360,1
3142,1
7468,1
255,1
20986,0
10327,1
9345,1
31491,0
16583,0
16366,0
18203,0
31117,0
22930,0
16443,0
21790,0
736,1
7892,1
20763,0
374,1
24691,0
2644,1
3603,1
29533,0
27072,0
22914,0
7143,1
12811,1
28386,0
20704,0
2579,1
22048,0
6270,1
27195,0
24283,0
4808,1
21795,0
14807,1
15303,1
21684,0
31774,0
13500,1
29999,0
21043,0
22373,0
27166,0
10605,1
8538,1
17355,0
16949,0
26519,0
18080,0
30919,0
31636,0
8138,1
3411,1
3793,1
14694,1
25664,0
10101,1
29416,0
31585,0
16544,0
26455,0
25911,0
12515,1
1894,1
24873,0
30144,0
18361,0
22663,0
18245,0
15467,1
12715,1
13971,1
30547,0
2896,1
8987,1
16496,0
12871,1
22192,0
29706,0
30465,0
9684,1
16576,0
9052,1
25993,0
14290,1
23215,0
18873,0
31098,0
19843,0
19059,0
23845,0
16097,0
23427,0
11457,1
1146,1
31146,0
1521,1
14367,1
17533,0
10932,1
8727,1
6860,1
17087,0
2360,1
15598,1
23606,0
15192,1
11227,1
5561,1
6965,1
12336,1
24547,0
17812,0
4847,1
27543,0
10272,1
14997,1
30488,0
26465,0
18256,0
9411,1
24071,0
30589,0
1600,1
18502,0
24148,0
15798,1
11083,1
5600,1
24762,0
5765,1
16772,0
5044,1
17842,0
9305,1
1686,1
75,1
3226,1
26464,0
31614,0
28468,0
30378,0
11654,1
29605,0
20351,0
15679,1
2288,1
8298,1
25399,0
2414,1
2743,1
5334,1
29170,0
2769,1
570,1
8380,1
14808,1
17576,0
396,1
9440,1
20088,0
10205,1
20766,0
9847,1
16613,0
4709,1
7225,1
3303,1
14211,1
30990,0
20635,0
14295,1
1544,1
20883,0
17343,0
7020,1
31562,0
12596,1
10660,1
20060,0
7941,1
6092,1
23750,0
4994,1
21134,0
12958,1
9883,1
25039,0
2165,1
10601,1
23875,0
18978,0
6447,1
15508,1
21386,0
1187,1
11280,1
29305,0
29593,0
25953,0
15523,1
28960,0
13763,1
20073,0
6400,1
30023,0
6306,1
20405,0
11014,1
16171,0
31074,0
17902,0
17711,0
25327,0
21931,0
4475,1
9480,1
29650,0
17754,0
9093,1
20815,0
19970,0
9811,1
8992,1
25028,0
22367,0
24867,0
2224,1
1088,1
22846,0
27590,0
26909,0
2718,1
3013,1
17714,0
2766,1
30647,0
2468,1
6919,1
26483,0
11848,1
14986,1
11602,1
8813,1
28804,0
28853,0
18999,0
18715,0
31118,0
31608,0
9216,1
818,1
19412,0
29982,0
20429,0
30543,0
5690,1
6116,1
28391,0
22542,0
11146,1
25373,0
16667,0
4272,1
220,1
5499,1
12147,1
24462,0
29165,0
23334,0
21147,0
30393,0
7612,1
5325,1
8810,1
3902,1
6297,1
28941,0
3369,1
26808,0
20679,0
25386,0
4618,1
10515,1
19667,0
22524,0
13759,1
3784,1
21205,0
23789,0
30140,0
11720,1
26657,0
16140,0
25482,0
5896,1
16091,0
12933,1
31221,0
31915,0
12334,1
1889,1
30999,0
12649,1
12130,1
11995,1
13099,1
12033,1
24434,0
23922,0
5723,1
19556,0
30210,0
4609,1
28353,0
12372,1
22903,0
12051,1
23303,0
19057,0
9888,1
18599,0
2241,1
10850,1
7943,1
21912,0
10427,1
23305,0
6370,1
15571,1
26113,0
19695,0
9441,1
24341,0
26156,0
11721,1
23980,0
27853,0
11283,1
15720,1
3037,1
8250,1
13444,1
12996,1
31784,0
17993,0
21484,0
407,1
30078,0
21214,0
25841,0
30956,0
30221,0
1125,1
10250,1
25166,0
18004,0
20225,0
29249,0
21657,0
24366,0
19802,0
8644,1
7400,1
15248,1
7501,1
7735,1
8713,1
23178,0
27701,0
13952,1
19481,0
3090,1
9782,1
27711,0
7963,1
15127,1
15702,1
14980,1
26325,0
15962,1
31363,0
28882,0
14960,1
18631,0
4900,1
25230,0
19394,0
2398,1
4484,1
26397,0
1879,1
26246,0
15713,1
9661,1
23205,0
26382,0
9848,1
13893,1
3318,1
15021,1
29311,0
16183,0
8103,1
10155,1
6870,1
27609,0
3521,1
23216,0
6391,1
31906,0
15123,1
9482,1
3035,1
9461,1
635,1
29417,0
12158,1
794,1
7028,1
3757,1
7981,1
3931,1
29514,0
17712,0
17920,0
18667,0
6380,1
12630,1
1641,1
18356,0
726,1
14082,1
3202,1
6697,1
4001,1
18068,0
12705,1
15195,1
28145,0
2000,1
3852,1
18641,0
4926,1
20496,0
5659,1
14287,1
2007,1
8724,1
20078,0
30370,0
19419,0
13960,1
17468,0
19453,0
29664,0
4683,1
25027,0
14428,1
346,1
16995,0
14076,1
29164,0
27935,0
27119,0
6851,1
30253,0
22879,0
17378,0
2293,1
11310,1
22407,0
11704,1
21392,0
2316,1
3636,1
8881,1
7282,1
24073,0
26107,0
6490,1
26734,0
29816,0
10322,1
6023,1
130,1
26535,0
19724,0
11619,1
9677,1
7106,1
22559,0
12919,1
3443,1
22232,0
25194,0
19160,0
17268,0
18163,0
15546,1
29257,0
21714,0
15472,1
4901,1
27776,0
14690,1
25673,0
18678,0
24542,0
31039,0
21740,0
28244,0
15239,1
1482,1
8730,1
19551,0
22658,0
26779,0
22426,0
918,1
6943,1
22350,0
15923,1
24431,0
24709,0
30381,0
24124,0
31796,0
11633,1
14963,1
15885,1
17290,0
20255,0
22134,0
25719,0
25640,0
4240,1
22360,0
2889,1
17950,0
5999,1
18621,0
16587,0
16237,0
2735,1
15634,1
1818,1
30920,0
21899,0
2916,1
23810,0
12088,1
3724,1
27105,0
22956,0
6053,1
4583,1
26735,0
29490,0
19707,0
10204,1
4798,1
7880,1
11640,1
4288,1
9869,1
23729,0
14379,1
24769,0
10509,1
27893,0
1240,1
25370,0
16528,0
18155,0
31461,0
11866,1
14090,1
19606,0
27844,0
15569,1
13572,1
26709,0
29764,0
28810,0
20075,0
355,1
23080,0
16095,0
19169,0
18088,0
22578,0
13662,1
26128,0
20555,0
21387,0
15826,1
14504,1
9134,1
11522,1
5266,1
2331,1
8061,1
23940,0
471,1
1486,1
27742,0
13109,1
18491,0
18935,0
13749,1
26210,0
3897,1
935,1
7859,1
1862,1
21507,0
3446,1
19603,0
26294,0
21279,0
12712,1
22156,0
6477,1
31711,0
21620,0
10137,1
19001,0
2104,1
29938,0
20799,0
20242,0
17288,0
5519,1
25355,0
5097,1
20131,0
10754,1
11749,1
4586,1
6481,1
15659,1
21293,0
11106,1
28201,0
26943,0
24120,0
23944,0
12783,1
12127,1
15902,1
11182,1
16406,0
24813,0
18844,0
8271,1
13780,1
28564,0
23691,0
13308,1
20378,0
16923,0
14880,1
26584,0
1103,1
12417,1
27649,0
18984,0
30772,0
29584,0
1942,1
26556,0
9814,1
13701,1
17601,0
2073,1
25423,0
13123,1
10942,1
31207,0
18186,0
6827,1
6521,1
30392,0
27981,0
26817,0
23249,0
28777,0
9563,1
22827,0
3060,1
17577,0
51,1
26443,0
4720,1
1382,1
6,1
26724,0
17225,0
8426,1
6921,1
30414,0
18598,0
15038,1
22899,0
1067,1
6731,1
11715,1
17819,0
23700,0
6327,1
8501,1
28829,0
20854,0
14936,1
13599,1
19205,0
28222,0
16419,0
12960,1
29544,0
2935,1
29942,0
21688,0
5416,1
19505,0
22201,0
25240,0
5255,1
22132,0
31485,0
13322,1
13377,1
27058,0
9725,1
16072,0
13713,1
23942,0
3946,1
8229,1
28916,0
31706,0
21967,0
14284,1
21157,0
7705,1
25918,0
16459,0
132,1
3811,1
13562,1
6283,1
9193,1
841,1
10336,1
9422,1
30608,0
7972,1
4657,1
27110,0
28876,0
10938,1
8873,1
11555,1
1050,1
10,1
19176,0
19887,0
20264,0
749,1
22910,0
10411,1
6813,1
30636,0
12669,1
30995,0
16478,0
9912,1
19653,0
6648,1
11841,1
4995,1
6381,1
24767,0
7583,1
6890,1
26879,0
30309,0
30777,0
14269,1
29530,0
20113,0
19861,0
26576,0
16156,0
1911,1
4897,1
27540,0
12279,1
4424,1
17978,0
16326,0
29808,0
573,1
27863,0
26072,0
4024,1
11326,1
3227,1
6246,1
26388,0
28162,0
25999,0
16412,0
13628,1
13087,1
9197,1
5537,1
28528,0
25107,0
29086,0
18808,0
114,1
29913,0
16533,0
13982,1
23634,0
11903,1
31153,0
6535,1
24458,0
28354,0
7177,1
15673,1
23571,0
14381,1
15037,1
26424,0
29526,0
24809,0
13950,1
12477,1
9262,1
15071,1
2638,1
484,1
13490,1
6096,1
29851,0
25112,0
12358,1
29800,0
31027,0
26171,0
9744,1
3412,1
4243,1
9672,1
29149,0
4004,1
3624,1
16246,0
18326,0
7081,1
4770,1
22012,0
31591,0
22789,0
9625,1
11741,1
20426,0
3949,1
6097,1
2943,1
21496,0
9340,1
17567,0
2032,1
14743,1
18853,0
10700,1
28122,0
3778,1
22927,0
29676,0
27249,0
17360,0
27749,0
21187,0
20795,0
11625,1
21706,0
25275,0
13466,1
27429,0
8879,1
23204,0
30950,0
2745,1
10863,1
5925,1
9678,1
8537,1
7625,1
30646,0
21960,0
10080,1
20232,0
4573,1
8023,1
16797,0
17267,0
746,1
6959,1
30867,0
24301,0
17864,0
789,1
8146,1
15529,1
8220,1
4818,1
17945,0
15279,1
525,1
5623,1
136,1
64,1
5521,1
22944,0
15325,1
31755,0
30688,0
11228,1
21347,0
18067,0
23399,0
18682,0
7379,1
9978,1
22125,0
9072,1
13282,1
10693,1
30934,0
19736,0
25997,0
23353,0
23084,0
16590,0
22122,0
13371,1
8401,1
15823,1
21273,0
29322,0
16338,0
11448,1
6583,1
20006,0
11305,1
22691,0
6902,1
3085,1
1092,1
24660,0
15711,1
5475,1
22973,0
17831,0
22370,0
6597,1
7682,1
9857,1
9223,1
15436,1
9923,1
5449,1
14663,1
27033,0
3347,1
3405,1
29759,0
24668,0
29616,0
1720,1
25193,0
11840,1
3982,1
24087,0
9215,1
5491,1
17580,0
23820,0
30826,0
14795,1
1339,1
15644,1
28017,0
5086,1
23706,0
12252,1
13199,1
19202,0
16628,0
16133,0
28899,0
25929,0
12694,1
14835,1
27042,0
21404,0
28446,0
27121,0
20355,0
25091,0
29973,0
26927,0
11603,1
13443,1
14648,1
14673,1
18394,0
28511,0
6329,1
5749,1
20663,0
24842,0
29884,0
11777,1
22836,0
2895,1
18070,0
1501,1
8284,1
13534,1
6782,1
1946,1
15052,1
11113,1
13166,1
20107,0
1350,1
22091,0
29930,0
15450,1
12042,1
29374,0
12651,1
25245,0
24645,0
6781,1
9605,1
22710,0
22924,0
15740,1
14435,1
3989,1
27481,0
15738,1
23385,0
5302,1
25630,0
24991,0
5979,1
21234,0
8839,1
31896,0
31882,0
4747,1
29492,0
20357,0
12212,1
181,1
17237,0
2425,1
24256,0
8245,1
21847,0
1840,1
28144,0
26013,0
3632,1
6843,1
448,1
2949,1
23602,0
1916,1
27989,0
21150,0
26401,0
30916,0
14792,1
21841,0
3095,1
3800,1
2264,1
12553,1
14579,1
14161,1
22014,0
660,1
25273,0
18024,0
12825,1
26765,0
29234,0
24481,0
9949,1
6411,1
7013,1
2021,1
993,1
19775,0
17019,0
6041,1
21262,0
356,1
24576,0
27535,0
23525,0
24455,0
1377,1
21361,0
18780,0
23055,0
7159,1
3835,1
18221,0
29971,0
17748,0
23572,0
6364,1
135,1
20880,0
10087,1
3186,1
